case_id,status,center_node_id,old_w_center_mm,new_w_center_mm,diff_w_center_mm,message
P_Vf60_magneto,ok,1411,0.100378905845709,0.797072036119261,0.696693130273552,
P_Vf70_elastic,ok,1411,-0.271540504040794,-1.59725545679326,-1.32571495275246,
P_Vf70_electro,ok,1411,-0.00276669782238976,-0.0217209210478406,-0.0189542232254509,
P_Vf70_magneto,ok,1411,0.0887934912180806,0.706223592947474,0.617430101729393,
P_Vf80_elastic,ok,1411,-0.2835415379492,-1.66855542724761,-1.38501388929841,
P_Vf80_electro,ok,1411,-0.00300059106017637,-0.0235060820585288,-0.0205054909983524,
P_Vf80_magneto,ok,1411,0.0756351848555082,0.603553214116241,0.527918029260732,
P_Vf90_elastic,ok,1411,-0.297208735974821,-1.7498094826132,-1.45260074663838,
P_Vf90_electro,ok,1411,-0.00316603441388252,-0.0247458925374268,-0.0215798581235442,
P_Vf90_magneto,ok,1411,0.0605768701660741,0.486641964390481,0.426065094224407,
