time_s,w_center_mm,theta_span_K,theta_layer_01_K,theta_layer_02_K,theta_layer_03_K,theta_layer_04_K,theta_layer_05_K,theta_layer_06_K,theta_layer_07_K,theta_layer_08_K,theta_layer_09_K,theta_layer_10_K
0.0269999999999999,-3.74339026268834,4.28384604350691,2.14192302175345,1.82300613823791,1.45435485134009,1.0026854240508,0.40139194274908,-0.401391942749092,-1.00268542405081,-1.45435485134009,-1.82300613823792,-2.14192302175346
0.0270999999999999,-3.72121416490221,4.26250266020647,2.13125133010323,1.81392338447592,1.4471088269191,0.997689749809028,0.399392089813006,-0.399392089813018,-0.997689749809039,-1.44710882691911,-1.81392338447592,-2.13125133010324
0.0271999999999999,-3.69553050895108,4.23341962171824,2.11670981085912,1.80154699252714,1.43723520921961,0.990882516663137,0.396667039192307,-0.396667039192319,-0.990882516663147,-1.43723520921962,-1.80154699252715,-2.11670981085912
0.0272999999999999,-3.66698902540435,4.20111931868249,2.10055965934124,1.78780148204355,1.42626933837768,0.983322244254313,0.393640534211682,-0.393640534211693,-0.983322244254323,-1.42626933837769,-1.78780148204355,-2.10055965934125
0.0273999999999999,-3.63605157519985,4.16385328591973,2.08192664295986,1.77194278736024,1.41361761490576,0.974599683386363,0.390148745492555,-0.390148745492567,-0.974599683386373,-1.41361761490577,-1.77194278736025,-2.08192664295987
0.0274999999999999,-3.60218904918786,4.12253164923656,2.06126582461828,1.75435821579758,1.39958902420359,0.964927859894262,0.386276950881502,-0.386276950881514,-0.964927859894272,-1.3995890242036,-1.75435821579759,-2.06126582461829
0.0275999999999999,-3.5649120089091,4.07928934362795,2.03964467181397,1.73595629664468,1.38490837127949,0.954806480858751,0.382225191579018,-0.382225191579029,-0.95480648085876,-1.3849083712795,-1.73595629664469,-2.03964467181398
0.0276999999999999,-3.52492529823156,4.03436861081494,2.01718430540746,1.71684011673986,1.36965789658248,0.94429224585314,0.378016165383771,-0.378016165383782,-0.94429224585315,-1.36965789658249,-1.71684011673987,-2.01718430540747
0.0277999999999999,-3.48300440242954,3.98838286813837,1.99419143406918,1.69727071804546,1.3540458537418,0.933528732545786,0.373707348866034,-0.373707348866044,-0.933528732545795,-1.35404585374181,-1.69727071804547,-1.99419143406919
0.0278999999999999,-3.43924689509665,3.94352878532698,1.97176439266349,1.67818290128927,1.33881800655106,0.923030097770543,0.36950456770699,-0.369504567707001,-0.923030097770552,-1.33881800655107,-1.67818290128927,-1.97176439266349
0.0279999999999999,-3.39344596803918,3.8990769820399,1.94953849101994,1.65926627603591,1.32372673223709,0.912625621331366,0.365339479723227,-0.365339479723238,-0.912625621331375,-1.3237267322371,-1.65926627603592,-1.94953849101995
0.0280999999999999,-3.3449726433689,3.84796015018953,1.92398007509476,1.63751332383266,1.30637269765422,0.900661115207784,0.360549885457884,-0.360549885457894,-0.900661115207793,-1.30637269765423,-1.63751332383267,-1.92398007509477
0.0281999999999999,-3.29368400178285,3.78589006653135,1.89294503326567,1.61109917580759,1.28530006190248,0.886132869439472,0.354733982829001,-0.354733982829011,-0.886132869439482,-1.28530006190248,-1.61109917580759,-1.89294503326568
